episode,total_charged_prop,avg_mcs_reward,avg_iev_reward,avg_wait_time,avg_extra_dist,total_profit,avg_idle_time,energy_efficiency,mcs_epsilon,iev_epsilon,avg_decide_ms,mcs_learn_updates,iev_learn_updates,mcs_replay_size,iev_replay_size,avg_transitions_per_step,avg_gnn_encode_ms_per_step,avg_dqn_train_ms_per_step
26,0.7102803738317757,12.931919045800218,0.13582402525829448,3.2565789473684212,1.0137364109884466,5184.723255275236,335.75,0.9648128216801652,0.08299999999999999,0.08299999999999999,12.01368400004867,100,100,36927,3096,14.84,635.4060430001482,58.685068000122556
27,0.7219512195121951,15.110141118274129,0.06730713296683838,1.8581081081081081,0.484002723832584,4883.960768123857,344.25,0.9599037495569592,0.07849999999999999,0.07849999999999999,11.797079000134545,100,100,38303,3190,14.7,616.2955029998557,55.565368000061426
28,0.7327188940092166,8.487270145177675,0.11562346553513697,2.5786163522012577,0.8042306535692877,5571.410088232128,327.25,0.9678229300506698,0.07400000000000001,0.07400000000000001,6.9516509999812115,100,100,39608,3320,14.35,370.16084800008684,30.933502000043518
29,0.6434782608695652,15.489001273415903,0.10899030068368004,2.804054054054054,0.9463804726496345,5087.468383605683,342.75,0.9654393756377453,0.0695,0.0695,6.442561999865575,100,100,40968,3490,15.3,334.1660040001443,26.769142000011925
30,0.6238095238095238,14.29087615855127,0.07697057226405152,2.404580152671756,0.9010437338604829,4408.920406095094,358.25,0.955231699835655,0.065,0.065,7.042949000096996,100,100,42401,3611,15.54,318.2674839997344,25.304575999871304
31,0.6126126126126126,25.280873700748998,0.08833222594849845,2.463235294117647,0.8758530678250624,4728.511139109295,352.75,0.958632940922712,0.0605,0.0605,7.296109000053548,100,100,43810,3733,15.31,329.87373599982675,28.19197200005874
32,0.6711711711711712,10.721602563593219,0.12988471482744662,3.0201342281879193,0.9151384413265014,5160.96953123235,341.0,0.9643562776928061,0.055999999999999994,0.055999999999999994,6.021906000059971,100,100,45166,3879,15.02,290.86470200018084,27.518787999615597
33,0.6244725738396625,24.439641446598944,0.10848096612690367,3.0067567567567566,0.8328391912653048,5100.303754895902,337.25,0.9639319574808803,0.05149999999999999,0.05149999999999999,6.2132500000006985,100,100,46513,4065,15.33,285.6192710002142,24.405355999842868
34,0.6730769230769231,22.889621607716588,0.1054801925523464,2.7142857142857144,0.9069071256826299,4690.183356218994,350.75,0.9570199793183627,0.046999999999999986,0.046999999999999986,6.494968000188237,100,100,47916,4222,15.6,330.3944859997864,24.995346999894537
35,0.6571428571428571,19.800360262049217,0.10769280616394461,2.971014492753623,1.0104976934886143,4869.347236130236,349.0,0.960685879476588,0.04249999999999998,0.04249999999999998,8.26803000007203,100,100,49310,4367,15.39,419.09929999997985,31.54799499996443
36,0.6195121951219512,15.865716259989389,0.0914797081997099,2.795275590551181,0.9768127179941717,4217.114080159541,363.5,0.9563579115921212,0.03799999999999998,0.03799999999999998,7.307446999948297,100,100,50000,4530,15.77,347.6886669997839,28.504907000169624
37,0.6280193236714976,22.98534553742484,0.07825660145624119,2.269230769230769,0.9887543367337799,4636.752507156065,355.5,0.9596087681272357,0.033499999999999974,0.033499999999999974,6.158982000051765,100,100,50000,4679,15.68,316.4964960001089,22.759629000138375
38,0.5280373831775701,13.370570606687622,0.05989506793309622,2.079646017699115,0.6520570711191601,3419.607871841534,387.25,0.9484948017836785,0.028999999999999998,0.028999999999999998,10.156212000256346,100,100,50000,4760,16.28,479.5259929999156,37.88706399976945
39,0.6291079812206573,26.627289140035714,0.11486688461179051,3.1343283582089554,0.9987396969834613,4719.7909878389055,352.25,0.9620691150711362,0.024499999999999994,0.024499999999999994,7.314909000306216,100,100,50000,4940,15.7,400.3201059998901,29.002536999869335
40,0.5619047619047619,-2.87635062011873,0.06786735194433677,2.3728813559322033,0.7456983579502695,3946.662955138976,373.5,0.9584119243737826,0.01999999999999999,0.01999999999999999,7.386009999936505,100,100,50000,5060,15.65,357.98295300017344,27.133767000013904
41,0.6696035242290749,14.523143356262093,0.08648780732469336,2.1710526315789473,0.8389069286627122,5021.891828784087,344.5,0.9646629067762031,0.01999999999999999,0.01999999999999999,8.00720300001558,100,100,50000,5180,14.93,367.3670890001449,30.863974999920174
42,0.5381165919282511,0.7491258534154508,0.0816195372131768,2.5,0.897069165095058,3870.618822245424,374.5,0.9547315258513922,0.01999999999999999,0.01999999999999999,7.351541999778419,100,100,50000,5307,16.22,331.5729359998659,30.08731500005524
43,0.5845410628019324,-5.255311270940998,0.07984105531070558,2.644628099173554,0.7451996660021039,3914.3924917014765,373.5,0.9534450841465852,0.01999999999999999,0.01999999999999999,6.341255999977875,100,100,50000,5404,15.59,324.41719999998895,24.768320000112
44,0.6367924528301887,13.897515222040308,0.0727796680510152,2.2222222222222223,0.7626758677992052,4495.271980561904,357.0,0.9593547059120768,0.01999999999999999,0.01999999999999999,7.40696199987724,100,100,50000,5532,15.5,337.3770170001444,34.68662099996436
45,0.6452991452991453,12.949074220542155,0.10936257089202037,2.9139072847682117,0.9424502392808988,5229.038345173893,338.75,0.9660006925814497,0.01999999999999999,0.01999999999999999,11.98694799997611,100,100,50000,5691,15.06,556.4749920000759,50.71041500013962
46,0.6901408450704225,21.16979280772687,0.0885921017917053,2.2108843537414966,0.6925305312631527,4748.649795819116,348.5,0.9601157124301919,0.01999999999999999,0.01999999999999999,13.473065000143833,100,100,50000,5840,15.41,624.5822809998572,51.09454999997979
47,0.6325581395348837,15.846698543985715,0.09031997421859536,2.426470588235294,1.0013522389261442,4532.15140225456,359.5,0.9601142935024952,0.01999999999999999,0.01999999999999999,9.699215999935404,100,100,50000,5962,15.55,489.6348730001773,41.4510770000561
48,0.6017316017316018,20.158967561573164,0.0990828255456952,2.7338129496402876,0.9707672717184891,4949.081289186747,346.0,0.9624673032909177,0.01999999999999999,0.01999999999999999,10.830865999814705,100,100,50000,6113,15.3,504.3000029997347,46.20765600018785
49,0.6878048780487804,25.858448074298195,0.11355219108892597,2.9078014184397163,0.9704440659703469,4411.150869392413,358.25,0.9580431930533849,0.01999999999999999,0.01999999999999999,14.447355999946012,100,100,50000,6256,15.76,733.3203789999243,53.756704999941576
50,0.6651162790697674,12.643406941953344,0.10980578433914871,3.006993006993007,0.8595889962147155,4750.245240847255,349.5,0.9614031768704223,0.01999999999999999,0.01999999999999999,13.114773999986937,100,100,50000,6415,15.5,684.4419590001417,53.86238400009461
51,0.7281553398058253,28.67351102209609,0.0839462036623689,2.0,0.5651369521455092,5153.945094871851,340.25,0.9655003401659719,0.01999999999999999,0.01999999999999999,10.809590000026219,100,100,50000,6554,14.94,632.6789650000501,41.722203999888734
52,0.600896860986547,18.95566205170271,0.07293612042575633,2.3134328358208953,0.8401596171862358,4541.368531364242,357.25,0.9598175868333736,0.01999999999999999,0.01999999999999999,9.088451000352507,100,100,50000,6691,15.62,392.04879399974743,35.36578700015525
53,0.66,5.122268239385466,0.08403872124993784,2.3863636363636362,0.8520025682866227,4601.305919496883,355.75,0.956825989420746,0.01999999999999999,0.01999999999999999,11.452560999787238,100,100,50000,6828,15.57,605.3101729998525,43.22987599993212
54,0.6600985221674877,21.306764873501148,0.10030286418252224,2.7238805970149254,0.8743752121837657,4693.140608991767,353.75,0.9616120414255455,0.01999999999999999,0.01999999999999999,10.92399099987233,100,100,50000,6944,15.25,461.0194029999184,43.33727999983239
55,0.5789473684210527,13.340115693508725,0.08246148603640956,2.6893939393939394,0.8677440088499314,4159.214934480009,363.5,0.9581873962515329,0.01999999999999999,0.01999999999999999,13.846017999894684,100,100,50000,7118,16.26,607.1905690000494,52.80473900016659
56,0.6052631578947368,7.674901155314816,0.09654036093662667,2.86231884057971,0.8437426342210841,4786.192498455073,350.0,0.9612871649728797,0.01999999999999999,0.01999999999999999,13.276005000188889,100,100,50000,7306,15.84,587.9762339999797,51.34458200005611
57,0.6919431279620853,17.51636219235605,0.08543382256217079,2.089041095890411,0.6913574483860874,4772.184609221621,347.75,0.9618514372691359,0.01999999999999999,0.01999999999999999,11.127166999795008,100,100,50000,7430,15.14,565.8682390000831,44.06249499970727
58,0.6732673267326733,15.501356215262728,0.08796586878620662,2.426470588235294,0.7374770222994729,4634.948601233184,353.5,0.9609912838204597,0.01999999999999999,0.01999999999999999,13.961597999841615,100,100,50000,7553,15.28,674.618498000018,52.437638999726914
59,0.6525821596244131,18.160763626022707,0.08303881694432505,2.4100719424460433,0.7652914312157791,4512.0779759734205,356.75,0.9594901715168245,0.01999999999999999,0.01999999999999999,13.909552000077383,100,100,50000,7697,15.66,657.3066980001022,55.81540400005906
60,0.5576923076923077,13.047409176917302,0.06921531348442606,2.6293103448275863,0.5903747875802855,3956.181023528436,375.25,0.9550381059114423,0.01999999999999999,0.01999999999999999,16.16957399972307,100,100,50000,7807,16.01,675.9129850001409,55.92601899988949
61,0.6425531914893617,19.691619530618176,0.10790558710502737,2.4503311258278146,0.8934733103858264,5052.754098604797,340.0,0.9657025236983167,0.01999999999999999,0.01999999999999999,14.514491999907477,100,100,50000,7949,15.01,699.6257540000443,54.22318000022642
62,0.6030150753768844,1.953225937118934,0.0697481809573821,2.4583333333333335,0.7912691732444734,3882.763297145538,374.75,0.9543722231911329,0.01999999999999999,0.01999999999999999,8.141462999737996,100,100,50000,8082,16.31,337.81554899986077,29.617209999742045
63,0.6405529953917051,26.59392639305969,0.06427480784367452,1.6906474820143884,0.6053426433249625,5012.211615112634,343.75,0.9627285429873449,0.01999999999999999,0.01999999999999999,8.86435399959737,100,100,50000,8230,15.14,396.16990299971803,35.58163899964711
64,0.6666666666666666,28.092778801112075,0.0785774172836593,2.2666666666666666,0.7570417892253333,5076.787513298636,341.25,0.9643966175685839,0.01999999999999999,0.01999999999999999,13.735345000131929,100,100,50000,8372,15.06,623.2835269999123,53.134476999985054
65,0.6519607843137255,9.931243118002754,0.09594158348452088,2.669172932330827,0.8265010620207055,4421.423764248664,359.75,0.9588160725120811,0.01999999999999999,0.01999999999999999,14.804825999963214,100,100,50000,8537,16.01,707.8354359999867,54.15554999977758
66,0.6396396396396397,24.185643289069194,0.08638264216326733,2.112676056338028,0.7113990139302426,5000.5673146568515,345.5,0.9625469941072391,0.01999999999999999,0.01999999999999999,9.438613999991503,100,100,50000,8692,15.31,494.71695099997305,37.50629200010735
67,0.6772727272727272,16.877108983106616,0.11357512938704237,2.651006711409396,0.883517041733123,5176.8428579353085,340.25,0.9653498618992578,0.01999999999999999,0.01999999999999999,7.104412000080629,100,100,50000,8886,15.45,310.62576800006354,31.80369499979861
68,0.6666666666666666,18.52291889780124,0.09285690749212736,2.26027397260274,0.8145926246040814,5243.048123879427,338.5,0.9654045966336587,0.01999999999999999,0.01999999999999999,7.295115000051737,100,100,50000,9027,14.84,324.5554770000308,28.662930999744276
69,0.7910447761194029,30.14390064771353,0.06831657892259249,1.4465408805031446,0.4739275640911238,5485.174773282231,328.5,0.9670703050322702,0.01999999999999999,0.01999999999999999,10.155435999840847,100,100,50000,9120,14.07,603.6558310001055,45.50150000017311
70,0.6476190476190476,20.04931701267354,0.09303661371991037,2.463235294117647,0.7064370688465196,4868.741836725949,348.5,0.9587856664802392,0.01999999999999999,0.01999999999999999,7.013840999934473,100,100,50000,9260,15.3,345.76333999986673,31.957899999906658
71,0.6636771300448431,15.390899304034596,0.09557591823637838,2.668918918918919,0.9834480504595836,4956.4749555880035,344.0,0.963389623761132,0.01999999999999999,0.01999999999999999,11.278919000069436,100,100,50000,9441,15.52,489.03148799996416,45.20747899998241
72,0.7105263157894737,17.399177393924198,0.10686498144605633,2.5617283950617282,0.9200242413185726,5693.951668396713,324.0,0.9678241510507131,0.01999999999999999,0.01999999999999999,12.472250999744574,100,100,50000,9600,14.52,626.980256999741,54.18573099999776
73,0.7168141592920354,17.66565106225392,0.11047393630788638,2.345679012345679,0.7274657009085327,5717.718029633323,322.75,0.9680616253390115,0.01999999999999999,0.01999999999999999,13.046855999964464,100,100,50000,9761,14.44,635.6089060000522,55.14526699982525
74,0.6866359447004609,21.301243351695494,0.11928692360928538,2.61744966442953,0.8022400290177858,5058.601939445324,340.75,0.9635533078140727,0.01999999999999999,0.01999999999999999,13.89295500004664,100,100,50000,9946,15.45,664.3155690001367,54.5837379999648
75,0.6733668341708543,13.528744447786366,0.10388869844155302,2.7611940298507465,0.7606289669818848,4656.834007731559,355.5,0.9622826090303082,0.01999999999999999,0.01999999999999999,12.87549399992713,100,100,50000,10104,15.7,677.0666209999399,48.3567530000073
76,0.6936936936936937,9.015891853746789,0.1190097166110463,2.75974025974026,0.8637960433968398,5364.134861946084,333.5,0.9671804347391341,0.01999999999999999,0.01999999999999999,11.800206000116304,100,100,50000,10251,14.67,581.9499550002365,50.2751789998365
77,0.6536585365853659,9.14227960066183,0.08006750188925464,2.126865671641791,0.7037073450865249,4304.730701643247,360.0,0.9573204973495494,0.01999999999999999,0.01999999999999999,14.021657999837771,100,100,50000,10342,15.25,666.8313680000938,55.99670099978539
78,0.6605504587155964,27.484100210749283,0.10252241535293435,2.4305555555555554,0.8108621000903578,4931.598766071405,345.25,0.9648292175598625,0.01999999999999999,0.01999999999999999,9.482388999895193,100,100,50000,10507,15.3,460.566327000015,36.35844799988263
79,0.7164948453608248,21.368224512549816,0.09220575637572932,2.7697841726618706,1.0658163760085468,4782.339870752772,352.25,0.9621929513947125,0.01999999999999999,0.01999999999999999,7.379375000055006,100,100,50000,10629,15.18,324.92006899989065,32.87823399990884
80,0.6409090909090909,13.33811057006805,0.1034601549528318,2.730496453900709,0.6889004312049811,4787.206318510115,351.25,0.9613839104609274,0.01999999999999999,0.01999999999999999,7.123117999690294,100,100,50000,10786,15.61,327.4930709999535,28.51356700019096
81,0.7380952380952381,19.68705301202121,0.10498080831659608,2.4516129032258065,0.749635579930371,5002.834983786095,341.75,0.9637130257456152,0.01999999999999999,0.01999999999999999,6.459288000041852,100,100,50000,10923,15.0,326.16109000016877,29.904179999903135
82,0.6952380952380952,20.243101683349902,0.09343871549769156,2.328767123287671,0.7641131248587366,4875.648237595779,346.0,0.9619451349186067,0.01999999999999999,0.01999999999999999,8.552242999867303,100,100,50000,11039,14.96,321.902988999791,28.489927999980864
83,0.680365296803653,19.477223148163873,0.07888545149758437,2.2818791946308723,0.7770446537284647,5027.786297592305,343.0,0.961728918722106,0.01999999999999999,0.01999999999999999,7.63250700012577,100,100,50000,11156,14.78,321.86168100011855,36.32754800004477
84,0.6698113207547169,24.79689407483287,0.08446133011241663,2.359154929577465,0.7738605512405378,4760.664498475729,350.0,0.9604623233016394,0.01999999999999999,0.01999999999999999,11.305976000076043,100,100,50000,11312,15.31,516.9671130000279,44.69611000007717
85,0.6650246305418719,18.187305663307924,0.09560970878690071,2.6666666666666665,0.9397993709049839,4499.246827055682,356.5,0.9607616994693798,0.01999999999999999,0.01999999999999999,9.689888000029896,100,100,50000,11433,15.31,506.53306799991697,34.43587199999456
86,0.6742081447963801,17.722591809026987,0.09370548017986302,2.4496644295302015,0.9533500987477331,4970.240725115004,345.25,0.9633061458002408,0.01999999999999999,0.01999999999999999,8.19763100007549,100,100,50000,11569,14.88,383.63787599977513,29.07452599993121
87,0.6738197424892703,15.077599261411194,0.08639766495619064,2.1656050955414012,0.6589456778198409,4983.223802410797,339.5,0.9646304443761577,0.01999999999999999,0.01999999999999999,9.635952000207908,100,100,50000,11716,14.99,499.9360439999873,39.549227000134124
88,0.6837606837606838,25.492320756610773,0.10360429974455354,2.46875,0.7824378295485162,5399.110463580671,332.0,0.9662165199268876,0.01999999999999999,0.01999999999999999,6.626656000298681,100,100,50000,11907,15.14,313.65599500022654,29.358964000093692
89,0.72,31.383353988253965,0.08493075674342938,2.2222222222222223,0.5627739890535193,4964.044716761838,343.75,0.9625102691902376,0.01999999999999999,0.01999999999999999,6.650403999919945,100,100,50000,12048,15.15,354.54978400048276,29.761389999912353
90,0.6415929203539823,28.373176484102082,0.10138365812670098,2.5517241379310347,0.8035068329176882,5020.609675304862,344.75,0.9628384646480792,0.01999999999999999,0.01999999999999999,6.797704999698908,100,100,50000,12228,15.49,348.2519000002503,30.35365399948205
91,0.7448979591836735,21.02480810928132,0.09050307006898925,2.328767123287671,0.7252984891965836,5171.337170009203,338.5,0.9664903168082765,0.01999999999999999,0.01999999999999999,6.324969999841414,100,100,50000,12352,14.72,327.7667659999861,29.889311000151793
92,0.734375,9.30360888054074,0.08812373864380751,2.482269503546099,0.8928409580492391,4745.628573930093,350.25,0.9596877470373271,0.01999999999999999,0.01999999999999999,6.5698360000533285,100,100,50000,12464,15.1,342.06088800012367,29.574724999984028
93,0.6484018264840182,12.21853103597055,0.09591428725206332,2.5704225352112675,0.9243829554582332,4836.648824717238,348.75,0.9589303035689605,0.01999999999999999,0.01999999999999999,6.761956999762333,100,100,50000,12601,15.28,355.69698900028015,30.862017999534146
94,0.6699029126213593,24.671316188712254,0.11001612774147787,3.079710144927536,1.0628618099035279,4533.789728327525,356.0,0.9600837022270752,0.01999999999999999,0.01999999999999999,6.949081999773625,100,100,50000,12784,16.04,344.5891179996397,30.798175999734667
95,0.6197916666666666,27.850511662295013,0.05079655841908165,1.5126050420168067,0.6636059691813917,3955.7372354759946,370.5,0.9517918660263475,0.01999999999999999,0.01999999999999999,6.927786999440286,100,100,50000,12870,15.63,354.2207169995527,30.6429889996798
96,0.6652360515021459,25.170225652156,0.1221111710350634,2.838709677419355,0.883792920983412,5653.054353727572,327.5,0.9684865614584006,0.01999999999999999,0.01999999999999999,6.470521999581251,100,100,50000,13055,14.86,305.31969000010577,30.558348999984446
97,0.6923076923076923,24.261401732920085,0.09212050270782668,2.345679012345679,0.7776956669970051,5506.437090022386,330.75,0.9674998131949041,0.01999999999999999,0.01999999999999999,6.96300700037682,100,100,50000,13218,14.83,339.29855700043845,30.86832900036825
98,0.6531531531531531,30.889206104545543,0.12050525034576398,2.8620689655172415,0.8937310603032121,5015.313969164404,345.25,0.9651948977129368,0.01999999999999999,0.01999999999999999,6.6931959999055834,100,100,50000,13413,15.69,337.8944280002179,31.404124000109732
99,0.6261261261261262,26.34696456990244,0.1179755630512714,3.237410071942446,1.1391560137795267,4717.44705530471,353.25,0.9627199944340421,0.01999999999999999,0.01999999999999999,6.9944189993839245,100,100,50000,13615,16.02,369.49787700046727,30.741085000045132
